canonical_name,match_type,tiers_present,total_mentions,document_count,profiles_present,covered,excluded,unknown,phrase_count,sentence_count,parent_headers
"To avoid out-of-network cost share, obtain your prescribed durable medical equipment, prosthetics, orthotics, and medical supplies from an in-network provider. Contact Customer Service to locate a provider in your network.",exact,2,1,1,ppo_medical,1,0,0,0,1,Durable Medical Equipment
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for occupational therapy and physical therapy and the 30-visit maximum for speech language therapy described on",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"Drugs required for infusion therapy. Since specialty pharmaceuticals may be used in infusion therapy, please see the P rior Authorization for Specialty Pharmaceuticals requirement described on",exact,2,1,1,ppo_medical,1,0,0,0,1,Infusion Therapy
Prior Authorization for Specialty Pharmaceuticals,exact,2,1,1,ppo_medical,1,0,0,1,0,Prescription Drugs
"Physical therapy (Page 91), speech language therapy (Page 125) or occupational therapy (Page 78) when medically necessary",exact,2,1,1,ppo_medical,1,0,0,0,1,Skilled Nursing Facility Services
Allogeneic transplants and autologous transplants are covered to treat only certain,exact,2,1,1,ppo_medical,1,0,0,0,1,Transplant Services
BCBSM-designated providers in Michigan,exact,2,1,1,ppo_medical,1,0,0,1,0,Value Based Programs
Evaluation Center,exact,3,1,1,ppo_medical,0,0,1,0,1,
"A physical therapy, occupational therapy or speech language therapy visit",exact,2,1,1,ppo_medical,1,0,0,1,0,BCBSM PPO In-Network Providers
BCBSM PPO Out-of-Network Providers,exact,1,1,1,ppo_medical,1,0,0,1,0,
Hospitals and Other Facilities,exact,2,1,1,ppo_medical,1,0,0,1,0,BCBSM PPO Out-of-Network Providers
Physicians and Other Professional Providers,exact,2,1,1,ppo_medical,1,0,0,1,0,BCBSM PPO Out-of-Network Providers
Anesthesia services may also be covered as part of electroconvulsive therapy (ECT) (see Page 75) and for covered dental services (see,exact,2,1,1,ppo_medical,1,0,0,0,1,Anesthesiology Services
Services given when intensive monitoring and/or supervision during exercise is required. Services may be given in,exact,2,1,1,ppo_medical,1,0,0,0,1,Cardiac Rehabilitation
"If physical therapy, occupational therapy or speech language therapy services cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on Pages 77, 91 and 127.",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"Ostomy sets and accessories, catheterization equipment and urinary sets",exact,2,1,1,ppo_medical,1,0,0,1,0,Medical Supplies
Diabetic supplies will be subject to your preferred brand-name drug and/or nonpreferred brand name drugs cost-share requirement.,exact,2,1,1,ppo_medical,1,0,0,0,1,Prescription Drugs
Refills of prescriptions for covered drugs that exceed BCBSM’s limits,exact,2,1,1,ppo_medical,0,1,0,1,0,Prescription Drugs
BCBSM does not cover refills that are dispensed before 75% of the time the prescription covers has elapsed.,exact,2,1,1,ppo_medical,0,1,0,0,1,Prescription Drugs
BCBSM does not cover more refills than your prescription allows.,exact,2,1,1,ppo_medical,0,1,0,0,1,Prescription Drugs
BCBSM does not cover more than a 30-day supply of covered drugs within 60 days of the end of the plan year.,exact,2,1,1,ppo_medical,0,1,0,0,1,Prescription Drugs
"Physical therapy (Page 91), speech language therapy (Page 127) or occupational therapy (Page",exact,2,1,1,ppo_medical,1,0,0,0,1,Skilled Nursing Facility Services
Blood tests on first degree relatives to evaluate them as donors Search of the National Bone,exact,2,1,1,ppo_medical,1,0,0,0,1,Transplant Services
90-Day Retail Network Pharmacy,exact,3,1,1,ppo_medical,0,0,1,0,1,
"If physical therapy, occupational therapy or speech language therapy and cannot be done in the home, we will pay for outpatient therapy. It may be in an outpatient department of a hospital or a physical therapy facility. Benefits are subject to the combined 30-visit maximums for physical therapy and occupational therapy and the 30-visit maximum for speech language therapy described on pages 73, 86 and 120.",exact,2,1,1,ppo_medical,1,0,0,0,1,Home Health Care Services
"Physical therapy (Page 86), speech language therapy (Page 120) or occupational therapy (Page 73) when medically necessary",exact,2,1,1,ppo_medical,1,0,0,0,1,Skilled Nursing Facility Services
BlueCard PPO Program,exact,3,1,1,ppo_medical,0,0,1,0,1,
Periodontal scaling and root planing,exact,2,1,1,dental,1,0,0,1,0,Class III – Major Services
Limitations,exact,3,1,1,dental,0,0,1,0,1,
Office visits for observation (during regularly scheduled hours),exact,2,1,1,dental,1,0,0,1,0,Class II – Basic Services
Limited occlusal adjustments,exact,2,1,1,dental,1,0,0,1,0,Class II – Basic Services
Occlusal biteguards,exact,2,1,1,dental,1,0,0,1,0,Class II – Basic Services
Osseous surgeries,exact,2,1,1,dental,1,0,0,1,0,Class III – Major Services
Bone replacement grafts,exact,2,1,1,dental,1,0,0,1,0,Class III – Major Services
Localized delivery of antimicrobial agents,exact,2,1,1,dental,1,0,0,1,0,Class III – Major Services
Adjunctive G eneral Services,exact,3,1,1,dental,0,0,1,1,0,Class II – Basic Services
Annual Benefit Maximum,exact,3,1,1,dental,0,0,1,0,1,
Antimicrobial Agents,exact,3,1,1,dental,0,0,1,0,1,
One eye exam every calendar year,exact,2,1,1,vision,1,0,0,1,0,Frequency
One pair of lenses or contact lenses every calendar year,exact,2,1,1,vision,1,0,0,1,0,Frequency
One pair of frames every calendar year,exact,2,1,1,vision,1,0,0,1,0,Frequency
"If only one lens is needed, we pay half the amount we would pay for a pair.",exact,2,1,1,vision,1,0,0,0,1,Lenses
Polycarbonate lenses for children through 18 years of age,exact,2,1,1,vision,1,0,0,1,0,Lenses
Polycarbonate lenses,exact,2,1,1,vision,1,0,0,1,0,Lenses
Ultraviolet protective coating,exact,2,1,1,vision,1,0,0,1,0,Lenses
Anti reflective coating,exact,2,1,1,vision,1,0,0,1,0,Lenses
Photochromatic glass lenses,exact,2,1,1,vision,1,0,0,1,0,Lenses
Plastic photosensitive lenses (Transitions®),exact,2,1,1,vision,1,0,0,1,0,Lenses
Polarized lenses,exact,2,1,1,vision,1,0,0,1,0,Lenses
Intermediate vision lenses,exact,2,1,1,vision,1,0,0,1,0,Lenses
Hi index lenses,exact,2,1,1,vision,1,0,0,1,0,Lenses
Standard (one pair annually),exact,2,1,1,vision,1,0,0,1,0,Contact Lenses
Monthly (six-month supply),exact,2,1,1,vision,1,0,0,1,0,Contact Lenses
Bi-weekly (three-month supply),exact,2,1,1,vision,1,0,0,1,0,Contact Lenses
Dailies (three-month supply),exact,2,1,1,vision,1,0,0,1,0,Contact Lenses
Act of War,exact,3,1,1,vision,0,0,1,1,0,Contact Lenses
Other Certificates,exact,3,1,1,vision,0,0,1,0,1,
Non-pediatric Members,exact,3,1,1,vision,0,0,1,0,1,
